gene,HR,95% CI,p.value
ENSG00000115232,0.473,(0.27-0.82),0.00831
ENSG00000015592,1.98,(1.3-2.9),0.000554
ENSG00000167261,0.4,(0.18-0.91),0.0279
ENSG00000016082,1.31,(1-1.7),0.0277
ENSG00000170091,2.02,(1.2-3.4),0.00671
ENSG00000134443,2.42,(1.1-5.3),0.0254
ENSG00000171843,2.18,(1.1-4.3),0.0246
ENSG00000021645,4.9,(1.2-20),0.0254
ENSG00000244509,0.216,(0.083-0.56),0.00163
ENSG00000116035,2.67,(1.1-6.4),0.0278
ENSG00000172575,0.605,(0.38-0.95),0.0299
ENSG00000134901,1.76,(1.1-2.9),0.0214
ENSG00000110848,0.682,(0.49-0.95),0.0218
ENSG00000126861,2.7,(1.3-5.7),0.00947
ENSG00000127329,0.341,(0.13-0.89),0.0276
ENSG00000277586,2.03,(1.2-3.4),0.00597
ENSG00000157005,1.32,(1.1-1.6),0.00576
ENSG00000137821,1.68,(1.1-2.7),0.0268
ENSG00000110756,0.302,(0.13-0.72),0.00713
ENSG00000288445,0.302,(0.13-0.72),0.00713
ENSG00000133561,0.642,(0.45-0.92),0.0168
ENSG00000075275,4.96,(1.8-14),0.00237
ENSG00000175198,2.7,(1-7),0.0415
ENSG00000104722,1.38,(1.1-1.7),0.00689
ENSG00000138759,2.31,(1-5.2),0.0423
ENSG00000186472,2.17,(1-4.7),0.0476
ENSG00000113318,3.38,(1.2-9.2),0.0166
ENSG00000187094,1.92,(1.1-3.2),0.0127
ENSG00000290376,2.55,(1.1-5.8),0.0256
ENSG00000126950,2.01,(1.3-3),0.000659
ENSG00000166856,0.282,(0.086-0.93),0.037
ENSG00000187607,9.44,(2-45),0.00514
ENSG00000109466,0.35,(0.15-0.82),0.0153
ENSG00000282838,0.187,(0.038-0.92),0.0391
ENSG00000007038,0.187,(0.038-0.92),0.0391
ENSG00000078018,1.88,(1.1-3.2),0.0205
ENSG00000122188,0.0718,(0.015-0.34),0.000984
ENSG00000073464,3.46,(1.1-11),0.0344
ENSG00000233791,0.181,(0.035-0.94),0.0413
ENSG00000012983,2.41,(1.1-5.1),0.021
ENSG00000281894,1.73,(1-3),0.0454
ENSG00000196345,1.73,(1-3),0.0454
ENSG00000133135,1.3,(1.1-1.6),0.00954
ENSG00000188735,4.07,(1.2-14),0.0276
ENSG00000173546,1.93,(1.2-3.1),0.00779
ENSG00000164512,0.316,(0.1-1),0.0498
ENSG00000113638,2.42,(1-5.7),0.0425
ENSG00000092969,1.78,(1.1-2.9),0.0235
ENSG00000137693,1.98,(1.2-3.2),0.00592
ENSG00000093217,2.94,(1.3-6.8),0.0115
ENSG00000134242,0.363,(0.15-0.9),0.0278
ENSG00000162711,0.309,(0.11-0.9),0.0314
ENSG00000077279,1.91,(1.3-2.7),0.000426
ENSG00000104921,0.275,(0.083-0.91),0.0341
ENSG00000180616,5.27,(1.5-19),0.0106
ENSG00000291006,2.28,(1-5.1),0.0418
ENSG00000150551,1.75,(1-2.9),0.034
ENSG00000104059,2.33,(1-5.2),0.0393
ENSG00000273564,2.33,(1-5.2),0.0393
ENSG00000181315,2.99,(1.3-7.1),0.0134
ENSG00000104381,4.94,(2.1-12),0.000314
ENSG00000165973,3.75,(1.7-8.2),0.000899
ENSG00000196865,2.44,(1.1-5.4),0.0276
ENSG00000129993,0.245,(0.084-0.71),0.0099
ENSG00000227587,2.48,(1.2-5),0.0121
ENSG00000234920,2.48,(1.2-5),0.0121
ENSG00000226850,2.48,(1.2-5),0.0121
ENSG00000213760,2.48,(1.2-5),0.0121
ENSG00000206445,2.48,(1.2-5),0.0121
ENSG00000230900,2.48,(1.2-5),0.0121
ENSG00000234668,2.48,(1.2-5),0.0121
ENSG00000103723,2.25,(1-4.9),0.0416
ENSG00000140030,0.478,(0.25-0.9),0.0227
ENSG00000081320,0.446,(0.24-0.83),0.0115
ENSG00000026751,0.266,(0.074-0.96),0.0433
ENSG00000155307,0.694,(0.51-0.95),0.0207
ENSG00000170954,1.84,(1-3.3),0.036
ENSG00000005102,0.516,(0.3-0.9),0.0191
ENSG00000138083,1.63,(1.1-2.4),0.0114
ENSG00000138286,2.78,(1.2-6.7),0.0227
ENSG00000085276,1.44,(1.1-1.9),0.0171
ENSG00000127507,0.336,(0.14-0.79),0.0126
ENSG00000103522,0.246,(0.089-0.69),0.00725
ENSG00000054219,0.561,(0.36-0.88),0.011
ENSG00000121753,2.91,(1.3-6.5),0.00943
ENSG00000115607,0.211,(0.051-0.88),0.0323
ENSG00000197172,1.27,(1.1-1.5),0.00797
ENSG00000213463,3.17,(1.2-8.2),0.0171
ENSG00000197535,0.26,(0.11-0.63),0.00279
ENSG00000198797,7.71,(2.3-25),0.000803
ENSG00000120332,2.86,(1.3-6.2),0.00837
ENSG00000054392,6.98,(2.7-18),6.53e-05
ENSG00000280680,6.98,(2.7-18),6.53e-05
ENSG00000261701,2.9,(1.1-7.5),0.028
ENSG00000117090,0.344,(0.14-0.84),0.0185
ENSG00000275379,0.0578,(0.0047-0.71),0.0255
ENSG00000162105,1.87,(1.2-2.9),0.00584
ENSG00000116039,2.61,(1.5-4.5),0.000509
ENSG00000120057,2.62,(1.2-5.8),0.0178
ENSG00000146006,2.88,(1.5-5.7),0.00238
ENSG00000263247,2.79,(1.2-6.3),0.0129
ENSG00000282269,2.79,(1.2-6.3),0.0129
ENSG00000111215,2.79,(1.2-6.3),0.0129
ENSG00000121281,0.503,(0.29-0.88),0.017
ENSG00000126773,2.49,(1.1-5.6),0.028
ENSG00000138756,0.24,(0.072-0.8),0.0196
ENSG00000116147,2.27,(1.3-4.1),0.00663
ENSG00000069011,1.87,(1.1-3.3),0.0284
ENSG00000181541,1.46,(1.2-1.8),0.00112
ENSG00000177732,1.97,(1.3-3),0.0016
ENSG00000141431,2.37,(1.2-4.6),0.0109
ENSG00000091879,1.7,(1.2-2.5),0.00603
ENSG00000198203,1.39,(1-1.9),0.0269
ENSG00000205927,3.73,(1.3-10),0.0114
ENSG00000225412,0.178,(0.042-0.76),0.0196
ENSG00000229597,0.178,(0.042-0.76),0.0196
ENSG00000224242,0.178,(0.042-0.76),0.0196
ENSG00000204290,0.178,(0.042-0.76),0.0196
ENSG00000226127,0.178,(0.042-0.76),0.0196
ENSG00000224770,0.178,(0.042-0.76),0.0196
ENSG00000225845,0.178,(0.042-0.76),0.0196
ENSG00000229741,0.178,(0.042-0.76),0.0196
ENSG00000275798,0.178,(0.042-0.76),0.0196
ENSG00000169684,2.94,(1.2-7.1),0.0168
ENSG00000128683,2,(1.1-3.7),0.0285
ENSG00000079263,0.268,(0.094-0.76),0.0133
ENSG00000114854,1.32,(1-1.7),0.0349
ENSG00000176049,5.19,(1.5-18),0.00827
ENSG00000140379,0.578,(0.38-0.87),0.00954
ENSG00000168060,0.0983,(0.025-0.39),0.00104
ENSG00000185697,0.165,(0.036-0.76),0.0203
ENSG00000141655,2.17,(1.3-3.8),0.00569
ENSG00000072415,1.85,(1.1-3.2),0.0241
ENSG00000048462,0.394,(0.18-0.88),0.0226
ENSG00000205084,1.84,(1-3.3),0.0419
ENSG00000117600,1.66,(1-2.8),0.0495
ENSG00000168135,2.82,(1.1-7.6),0.0393
ENSG00000160145,4.85,(1.5-15),0.00748
ENSG00000104435,1.47,(1.2-1.9),0.00116
ENSG00000103449,1.32,(1.1-1.6),0.0029
ENSG00000143171,6.37,(2.2-18),0.000574
ENSG00000213401,1.28,(1-1.6),0.0362
ENSG00000122194,1.45,(1.1-2),0.0194
ENSG00000163600,0.244,(0.074-0.8),0.0199
ENSG00000018625,1.75,(1.2-2.5),0.00217
ENSG00000116748,0.154,(0.031-0.76),0.0218
ENSG00000198822,2.24,(1.1-4.6),0.0261
ENSG00000153822,1.4,(1.1-1.9),0.0208
ENSG00000047365,0.548,(0.33-0.91),0.019
ENSG00000118276,2.12,(1.2-3.9),0.0135
ENSG00000128581,2.74,(1-7.5),0.0483
ENSG00000239819,0.098,(0.017-0.57),0.00974
ENSG00000226887,1.82,(1.2-2.7),0.00294
ENSG00000125245,0.339,(0.13-0.86),0.0232
ENSG00000077420,0.116,(0.02-0.66),0.015
ENSG00000151322,4.01,(1.5-11),0.00555
ENSG00000152689,0.264,(0.099-0.71),0.00804
ENSG00000157680,3.55,(1.5-8.6),0.00509
ENSG00000137948,0.265,(0.085-0.82),0.0215
ENSG00000152192,9.16,(1.5-56),0.0164
ENSG00000112137,0.376,(0.16-0.87),0.0225
ENSG00000225698,0.238,(0.06-0.95),0.0418
ENSG00000160185,0.329,(0.11-0.96),0.041
ENSG00000143498,2.14,(1.3-3.6),0.00476
ENSG00000128394,0.152,(0.031-0.75),0.0211
ENSG00000120925,2.03,(1.1-3.7),0.0224
ENSG00000182795,2.05,(1-4),0.0378
ENSG00000127152,0.426,(0.2-0.89),0.0224
ENSG00000035720,0.181,(0.046-0.71),0.0139
ENSG00000083750,4.98,(1.5-16),0.00733
ENSG00000159173,2.37,(1.2-4.8),0.0154
ENSG00000165300,2.93,(1.8-4.8),2.45e-05
ENSG00000196482,1.57,(1-2.5),0.0471
ENSG00000116675,2.03,(1.5-2.8),1.17e-05
ENSG00000079101,2.98,(1-8.6),0.0442
ENSG00000276644,1.65,(1.2-2.3),0.00427
ENSG00000172915,1.9,(1.3-2.8),0.00112
ENSG00000072041,1.97,(1.3-3.1),0.00228
ENSG00000187079,2.72,(1.4-5.4),0.00401
ENSG00000143443,4.1,(1.5-11),0.00566
ENSG00000187672,2.89,(1.8-4.7),2.02e-05
ENSG00000178662,4.28,(1.9-9.7),0.000487
ENSG00000282301,1.8,(1.1-3),0.0228
ENSG00000125851,2.6,(1.1-6.1),0.0285
ENSG00000177551,2.01,(1.3-3.2),0.00322
ENSG00000186818,0.376,(0.14-0.99),0.0478
ENSG00000278279,0.376,(0.14-0.99),0.0478
ENSG00000275730,0.376,(0.14-0.99),0.0478
ENSG00000276042,0.376,(0.14-0.99),0.0478
ENSG00000278555,0.376,(0.14-0.99),0.0478
ENSG00000136636,2,(1.2-3.4),0.00949
ENSG00000150625,1.42,(1.1-1.9),0.0119
ENSG00000174672,4.13,(1-17),0.0468
ENSG00000021574,2.16,(1-4.4),0.0366
ENSG00000163347,2.16,(1-4.6),0.0446
ENSG00000271605,0.11,(0.023-0.53),0.0059
ENSG00000171735,1.72,(1.1-2.6),0.0125
ENSG00000154839,2.73,(1.1-6.5),0.0238
ENSG00000262634,2.73,(1.1-6.5),0.0238
ENSG00000163132,2.38,(1.5-3.7),0.000141
ENSG00000029559,1.94,(1-3.6),0.0363
ENSG00000163618,3.95,(1.4-11),0.01
ENSG00000137033,0.627,(0.41-0.95),0.0271
ENSG00000113396,1.51,(1.1-2.1),0.0202
ENSG00000120251,1.67,(1-2.7),0.0357
ENSG00000114805,1.85,(1.1-3.2),0.0264
ENSG00000172123,0.24,(0.068-0.84),0.0262
ENSG00000145416,0.275,(0.09-0.85),0.0243
ENSG00000152315,0.054,(0.0059-0.49),0.00954
ENSG00000109452,0.287,(0.09-0.92),0.0353
ENSG00000100505,2.2,(1.2-4.1),0.0137
ENSG00000242779,1.65,(1.1-2.6),0.0257
ENSG00000273820,5.5,(1.6-19),0.00628
ENSG00000213693,0.071,(0.0051-0.99),0.0493
ENSG00000198046,4.82,(1.6-14),0.00431
ENSG00000174125,0.315,(0.13-0.77),0.0114
ENSG00000144191,3.54,(1.2-11),0.0233
ENSG00000285412,3.84,(1.1-13),0.0293
ENSG00000106069,3.84,(1.1-13),0.0293
ENSG00000158473,0.348,(0.15-0.8),0.0132
ENSG00000109205,2.34,(1.1-5),0.0274
ENSG00000205413,0.248,(0.076-0.81),0.0208
ENSG00000136866,3.15,(1-9.9),0.0489
ENSG00000138075,1.85,(1.1-3.1),0.0165
ENSG00000171885,2.13,(1.3-3.6),0.00397
ENSG00000165246,3.13,(1-9.3),0.0411
ENSG00000133020,8.59,(1.8-41),0.00733
ENSG00000197603,6.43,(1.2-33),0.0264
ENSG00000183145,1.68,(1-2.7),0.0333
ENSG00000151413,9.79,(3.4-28),2.8e-05
ENSG00000129173,3.52,(1.3-9.5),0.0126
ENSG00000163288,3.9,(1.8-8.3),0.000382
ENSG00000169255,3.19,(1.7-6.1),0.000544
ENSG00000152092,2.46,(1.5-4),0.000243
ENSG00000134343,6.95,(2.1-23),0.00169
ENSG00000164283,2.98,(1.9-4.6),1.08e-06
ENSG00000162992,2.93,(1.1-7.5),0.0249
ENSG00000140285,0.212,(0.048-0.94),0.0413
ENSG00000170370,1.95,(1.2-3.1),0.0041
ENSG00000221886,3,(1.6-5.8),0.00102
ENSG00000132718,1.84,(1.1-2.9),0.0113
ENSG00000186487,1.91,(1.1-3.4),0.0278
ENSG00000196664,0.312,(0.11-0.89),0.0294
ENSG00000064225,2.27,(1.5-3.5),0.000122
ENSG00000023445,0.533,(0.31-0.93),0.0258
ENSG00000110367,0.211,(0.045-1),0.0494
ENSG00000104290,1.83,(1-3.3),0.0406
ENSG00000196660,1.41,(1-1.9),0.0398
ENSG00000153253,1.9,(1.1-3.3),0.0216
ENSG00000103460,1.44,(1.1-1.8),0.00228
ENSG00000107165,1.8,(1.2-2.7),0.00407
ENSG00000080709,2.37,(1-5.4),0.0383
ENSG00000166670,2.7,(1.5-4.9),0.00101
ENSG00000160094,4.43,(1.2-16),0.0227
ENSG00000105996,3.98,(1.2-13),0.023
ENSG00000136492,3.4,(1.3-9.1),0.0153
ENSG00000260230,2.3,(1.5-3.5),0.000148
ENSG00000125820,2.04,(1.4-3.1),0.000539
ENSG00000121871,8.79,(2.2-35),0.00214
ENSG00000109063,1.83,(1-3.3),0.0408
ENSG00000170917,6.96,(1.3-37),0.0238
ENSG00000111728,2.04,(1.2-3.4),0.00548
ENSG00000114200,1.49,(1.1-2.1),0.021
ENSG00000170689,5.34,(1.1-27),0.0404
ENSG00000197121,2.03,(1.3-3.1),0.000991
ENSG00000080839,3.35,(1-11),0.0436
ENSG00000153266,1.36,(1-1.8),0.0379
ENSG00000291139,1.6,(1-2.5),0.0359
ENSG00000290518,1.6,(1-2.5),0.0359
ENSG00000103381,0.0995,(0.015-0.64),0.0151
ENSG00000074966,0.0433,(0.0032-0.59),0.0181
ENSG00000143786,2.07,(1.2-3.6),0.0112
ENSG00000150782,0.276,(0.09-0.85),0.025
ENSG00000091664,1.47,(1-2.1),0.038
ENSG00000147588,1.97,(1.2-3.2),0.00712
ENSG00000135298,3.15,(1.6-6.1),0.000574
ENSG00000171759,1.33,(1-1.7),0.0306
ENSG00000164093,1.88,(1.2-2.9),0.00413
ENSG00000185875,6.04,(1.5-25),0.0132
ENSG00000108231,2.46,(1.6-3.9),0.000126
ENSG00000152214,3.06,(1.1-8.2),0.0251
ENSG00000122787,1.38,(1-1.9),0.0459
ENSG00000164542,1.6,(1-2.5),0.0403
ENSG00000147180,2.2,(1.1-4.6),0.0338
ENSG00000187801,10.2,(1.5-68),0.0162
ENSG00000186020,2.82,(1.4-5.7),0.00405
ENSG00000144285,3.68,(1.3-10),0.0141
ENSG00000006128,1.45,(1-2.1),0.0334
ENSG00000136099,1.71,(1.2-2.5),0.00672
ENSG00000169330,9.42,(1.4-65),0.0225
ENSG00000154975,3.23,(1.2-8.5),0.0182
ENSG00000152455,17.2,(1.6-190),0.0194
ENSG00000186130,5.98,(1.1-32),0.0373
ENSG00000186439,8.03,(1.8-37),0.00711
ENSG00000173611,8.25,(1.6-43),0.0123
ENSG00000169760,3.55,(1.4-9),0.00744
ENSG00000189367,14.7,(1.2-180),0.0338
ENSG00000109943,0.151,(0.025-0.91),0.0396
ENSG00000239474,3.9,(1.4-11),0.00721
ENSG00000165023,2.9,(1.5-5.6),0.0017
ENSG00000162670,2.03,(1.2-3.4),0.00858
ENSG00000177485,4.5,(1-20),0.0479
ENSG00000149806,0.307,(0.12-0.77),0.0122
ENSG00000140264,0.429,(0.19-0.98),0.0446
ENSG00000147684,0.484,(0.25-0.92),0.0269
ENSG00000119314,0.506,(0.33-0.78),0.00184
ENSG00000171604,2.18,(1.1-4.5),0.0352
ENSG00000175061,2.57,(1.4-4.8),0.00338
ENSG00000159189,0.775,(0.61-0.98),0.031
ENSG00000049656,0.344,(0.13-0.89),0.0277
ENSG00000274811,0.344,(0.13-0.89),0.0277
ENSG00000246705,0.445,(0.26-0.75),0.00249
ENSG00000177885,0.474,(0.23-0.96),0.0385
ENSG00000006042,2.07,(1.3-3.3),0.00263
ENSG00000057757,0.412,(0.2-0.84),0.015
ENSG00000112273,0.248,(0.094-0.66),0.00505
ENSG00000101109,0.644,(0.42-0.99),0.0438
ENSG00000165312,0.438,(0.22-0.87),0.0181
ENSG00000188895,2.14,(1-4.4),0.039
ENSG00000182154,0.436,(0.2-0.96),0.0388
ENSG00000141867,0.409,(0.17-0.98),0.0459
ENSG00000247556,0.667,(0.48-0.92),0.0139
ENSG00000160799,0.384,(0.16-0.92),0.0316
ENSG00000124201,0.397,(0.17-0.91),0.029
ENSG00000135334,0.587,(0.36-0.95),0.0291
ENSG00000196850,0.504,(0.3-0.84),0.00825
ENSG00000096060,0.613,(0.43-0.87),0.00635
ENSG00000122986,0.349,(0.16-0.76),0.00821
ENSG00000133773,0.367,(0.2-0.67),0.00114
ENSG00000116857,2.02,(1.2-3.4),0.0103
ENSG00000269893,0.588,(0.35-0.99),0.0468
ENSG00000100395,0.225,(0.065-0.78),0.0188
ENSG00000181904,2.08,(1.1-4),0.0279
ENSG00000179632,0.4,(0.24-0.67),0.000496
ENSG00000073803,0.667,(0.49-0.91),0.0112
ENSG00000160072,0.463,(0.22-0.99),0.0474
ENSG00000169499,0.533,(0.36-0.79),0.00194
ENSG00000119280,2.54,(1.3-4.9),0.00468
ENSG00000171425,0.344,(0.13-0.89),0.0269
ENSG00000053254,0.428,(0.21-0.87),0.0197
ENSG00000168610,0.55,(0.31-0.98),0.041
ENSG00000076513,0.636,(0.43-0.94),0.024
ENSG00000143515,0.632,(0.42-0.94),0.0234
ENSG00000173821,0.569,(0.35-0.91),0.0194
ENSG00000139370,0.301,(0.15-0.59),0.000433
ENSG00000127054,0.316,(0.11-0.93),0.0367
ENSG00000134954,0.732,(0.55-0.97),0.0307
ENSG00000103855,3,(1.4-6.5),0.00558
ENSG00000105700,0.327,(0.11-0.97),0.0439
ENSG00000142188,0.281,(0.1-0.75),0.0115
ENSG00000263160,0.281,(0.1-0.75),0.0115
ENSG00000134330,0.527,(0.31-0.9),0.0186
ENSG00000147364,0.458,(0.23-0.92),0.0276
ENSG00000285069,0.283,(0.11-0.72),0.00792
ENSG00000130766,0.283,(0.11-0.72),0.00792
ENSG00000168246,1.99,(1-3.8),0.0397
ENSG00000137831,0.564,(0.36-0.89),0.0135
ENSG00000110395,0.404,(0.19-0.88),0.0216
ENSG00000232956,0.215,(0.078-0.59),0.00295
ENSG00000034677,0.657,(0.5-0.87),0.00333
ENSG00000147689,0.239,(0.069-0.83),0.0243
ENSG00000053900,0.302,(0.094-0.97),0.045
ENSG00000213699,0.371,(0.15-0.9),0.0277
ENSG00000204103,0.645,(0.42-1),0.0476
ENSG00000196642,2.64,(1.2-5.8),0.0144
ENSG00000169403,0.387,(0.17-0.88),0.0237
ENSG00000082701,2.55,(1.3-5),0.00569
ENSG00000140199,0.374,(0.16-0.88),0.0245
ENSG00000166173,0.722,(0.53-0.99),0.0438
ENSG00000173894,1.67,(1-2.7),0.0317
ENSG00000132424,0.474,(0.24-0.95),0.0342
ENSG00000007944,0.534,(0.34-0.83),0.00539
ENSG00000162522,3.21,(1.2-8.8),0.023
ENSG00000155287,0.263,(0.097-0.71),0.00847
ENSG00000169105,3.1,(1.1-8.5),0.0274
ENSG00000164649,0.664,(0.51-0.87),0.00291
ENSG00000163644,0.452,(0.27-0.76),0.00303
ENSG00000277776,0.763,(0.63-0.92),0.00415
ENSG00000276804,0.763,(0.63-0.92),0.00415
ENSG00000277071,0.763,(0.63-0.92),0.00415
ENSG00000277179,0.763,(0.63-0.92),0.00415
ENSG00000275483,0.763,(0.63-0.92),0.00415
ENSG00000277786,0.763,(0.63-0.92),0.00415
ENSG00000167634,0.763,(0.63-0.92),0.00415
ENSG00000274571,0.763,(0.63-0.92),0.00415
ENSG00000274174,0.763,(0.63-0.92),0.00415
ENSG00000278173,0.763,(0.63-0.92),0.00415
ENSG00000276045,0.298,(0.13-0.66),0.00287
ENSG00000162086,0.27,(0.089-0.82),0.0203
ENSG00000110906,0.498,(0.27-0.92),0.0249
ENSG00000138767,0.658,(0.47-0.93),0.0172
ENSG00000175727,0.631,(0.41-0.98),0.0401
ENSG00000281178,0.631,(0.41-0.98),0.0401
ENSG00000247315,3.4,(1.6-7.4),0.00191
ENSG00000183617,0.432,(0.19-0.96),0.0398
ENSG00000108557,1.81,(1.1-3),0.0207
ENSG00000087502,0.587,(0.38-0.91),0.0168
ENSG00000197568,0.342,(0.12-0.95),0.0402
ENSG00000277936,2.2,(1-4.7),0.0424
ENSG00000278845,2.2,(1-4.7),0.0424
ENSG00000141446,0.571,(0.34-0.95),0.0314
ENSG00000178685,0.229,(0.088-0.59),0.00245
ENSG00000175115,0.259,(0.085-0.79),0.0171
ENSG00000258289,0.441,(0.23-0.83),0.0118
ENSG00000181029,0.412,(0.2-0.84),0.0142
ENSG00000170571,0.737,(0.55-0.99),0.0439
ENSG00000276021,0.045,(0.0064-0.32),0.00183
ENSG00000167716,0.045,(0.0064-0.32),0.00183
ENSG00000185262,0.388,(0.16-0.97),0.0422
ENSG00000156574,0.446,(0.25-0.8),0.00702
ENSG00000145919,2.29,(1.1-4.9),0.0321
ENSG00000160570,0.513,(0.27-0.97),0.0413
ENSG00000168612,0.0891,(0.0098-0.81),0.0316
ENSG00000170473,0.302,(0.1-0.9),0.0309
ENSG00000215845,0.616,(0.44-0.86),0.00471
ENSG00000136950,0.468,(0.24-0.93),0.0305
ENSG00000182247,0.642,(0.42-0.97),0.0374
ENSG00000162639,0.591,(0.36-0.97),0.0357
ENSG00000167548,0.311,(0.1-0.93),0.0373
ENSG00000139174,0.483,(0.29-0.79),0.00417
ENSG00000155629,0.582,(0.38-0.88),0.0109
ENSG00000140006,0.27,(0.089-0.81),0.0199
ENSG00000197989,0.538,(0.31-0.93),0.0257
ENSG00000115350,0.487,(0.26-0.91),0.0235
ENSG00000136279,0.423,(0.18-0.97),0.043
ENSG00000134369,2,(1.1-3.7),0.0248
ENSG00000283510,0.57,(0.37-0.88),0.0109
ENSG00000114933,0.57,(0.37-0.88),0.0109
ENSG00000165527,0.466,(0.22-0.97),0.0413
ENSG00000176261,0.558,(0.35-0.89),0.0133
ENSG00000173011,0.333,(0.15-0.75),0.00823
ENSG00000179715,0.442,(0.31-0.63),7.25e-06
ENSG00000197548,0.298,(0.1-0.89),0.0299
ENSG00000090975,0.229,(0.078-0.67),0.00738
ENSG00000162976,0.652,(0.47-0.9),0.00901
ENSG00000134419,2.19,(1.2-4.1),0.0151
ENSG00000129467,0.205,(0.055-0.77),0.0186
ENSG00000284814,0.205,(0.055-0.77),0.0186
ENSG00000149451,0.301,(0.11-0.79),0.0147
ENSG00000189420,0.301,(0.098-0.93),0.0364
ENSG00000196199,0.217,(0.067-0.71),0.0111
ENSG00000154175,0.771,(0.62-0.95),0.0157
ENSG00000285360,0.57,(0.33-0.99),0.046
ENSG00000154359,0.57,(0.33-0.99),0.046
ENSG00000109171,0.5,(0.28-0.9),0.0216
ENSG00000070423,0.449,(0.23-0.89),0.0223
ENSG00000274437,0.156,(0.041-0.6),0.00661
ENSG00000099958,0.156,(0.041-0.6),0.00661
ENSG00000050130,2.05,(1.1-4),0.0345
ENSG00000105085,0.46,(0.22-0.97),0.042
ENSG00000135679,0.441,(0.25-0.77),0.00419
ENSG00000188827,0.393,(0.16-0.95),0.039
ENSG00000197629,0.743,(0.58-0.96),0.0216
ENSG00000129925,0.16,(0.042-0.61),0.00753
ENSG00000213523,0.305,(0.11-0.84),0.0211
ENSG00000131389,0.622,(0.43-0.89),0.00975
ENSG00000177112,0.275,(0.088-0.86),0.0266
ENSG00000288283,0.464,(0.22-0.99),0.0461
ENSG00000132005,0.464,(0.22-0.99),0.0461
ENSG00000167705,0.121,(0.016-0.94),0.0434
ENSG00000274145,0.121,(0.016-0.94),0.0434
ENSG00000101040,0.157,(0.035-0.71),0.016
ENSG00000136280,0.172,(0.063-0.47),0.000639
ENSG00000188820,0.672,(0.5-0.9),0.00677
ENSG00000101464,2.88,(1.3-6.4),0.00972
ENSG00000106948,0.526,(0.32-0.87),0.0118
ENSG00000158246,0.538,(0.34-0.86),0.0096
ENSG00000140471,0.316,(0.16-0.64),0.00131
ENSG00000100413,0.251,(0.068-0.93),0.0386
ENSG00000224531,2.2,(1.1-4.3),0.0199
ENSG00000105221,0.281,(0.089-0.88),0.0296
ENSG00000105639,0.466,(0.29-0.76),0.00223
ENSG00000125434,0.21,(0.069-0.64),0.00602
ENSG00000132635,2.53,(1.1-5.6),0.0217
ENSG00000276879,0.397,(0.16-0.97),0.043
ENSG00000119632,0.397,(0.16-0.97),0.043
ENSG00000205133,10.2,(2-52),0.00537
ENSG00000161405,0.408,(0.2-0.83),0.0128
ENSG00000276111,0.2,(0.044-0.92),0.0382
ENSG00000054282,0.2,(0.044-0.92),0.0382
ENSG00000154124,0.302,(0.12-0.78),0.0128
ENSG00000171303,0.186,(0.036-0.97),0.0463
ENSG00000169291,0.29,(0.14-0.61),0.00122
ENSG00000180035,5.31,(1.7-16),0.00331
ENSG00000183955,5.38,(1.9-15),0.00147
ENSG00000218739,0.57,(0.33-0.98),0.0405
ENSG00000188760,4.98,(1.3-19),0.019
ENSG00000275342,0.418,(0.21-0.85),0.016
ENSG00000198286,0.404,(0.19-0.85),0.0171
ENSG00000177045,2.11,(1-4.4),0.0471
ENSG00000197822,1.41,(1-1.9),0.0334
ENSG00000273814,1.41,(1-1.9),0.0334
ENSG00000070476,3.61,(1.2-11),0.0193
ENSG00000065600,2.45,(1.3-4.6),0.00508
ENSG00000160877,0.457,(0.23-0.9),0.0245
ENSG00000163319,0.425,(0.18-0.99),0.0467
ENSG00000196562,0.626,(0.41-0.95),0.0291
ENSG00000175352,0.266,(0.095-0.75),0.012
ENSG00000089351,0.271,(0.091-0.81),0.019
ENSG00000132530,0.663,(0.46-0.95),0.0263
ENSG00000231558,0.441,(0.25-0.78),0.00441
ENSG00000230141,0.441,(0.25-0.78),0.00441
ENSG00000204252,0.441,(0.25-0.78),0.00441
ENSG00000232957,0.441,(0.25-0.78),0.00441
ENSG00000232962,0.441,(0.25-0.78),0.00441
ENSG00000235744,0.441,(0.25-0.78),0.00441
ENSG00000206292,0.441,(0.25-0.78),0.00441
ENSG00000101974,0.721,(0.53-0.99),0.043
ENSG00000142039,0.152,(0.028-0.82),0.029
ENSG00000113761,25.6,(2.6-250),0.00553
ENSG00000126878,1.49,(1-2.2),0.0493
ENSG00000158186,0.591,(0.35-0.99),0.0448
ENSG00000090686,0.56,(0.34-0.94),0.0271
ENSG00000123329,0.308,(0.17-0.56),0.000112
ENSG00000126264,0.436,(0.24-0.78),0.00488
ENSG00000173349,3.25,(1.3-8),0.0106
ENSG00000172922,0.349,(0.14-0.89),0.0271
ENSG00000146005,5.14,(1.1-24),0.0369
ENSG00000140538,3.59,(1.2-11),0.0251
ENSG00000174136,1.83,(1.1-3.1),0.0267
ENSG00000140280,0.57,(0.37-0.87),0.00934
ENSG00000198435,2.42,(1.1-5.4),0.0332
ENSG00000197024,0.586,(0.39-0.87),0.0083
ENSG00000155893,1.77,(1.2-2.6),0.00239
ENSG00000162738,1.45,(1-2.1),0.0396
ENSG00000288408,3.31,(1-11),0.0477
ENSG00000138629,3.31,(1-11),0.0477
ENSG00000171160,5.41,(1.8-16),0.00219
ENSG00000187049,3.14,(1-9.5),0.0438
