,ENSEMBL,logFC,AveExpr,t,P.Value,adj.P.Val,B
TRMT61A,ENSG00000166166,0.212432664,8.766246795,0.903769459,0.373040966,0.627162267,-6.906333821
PAPOLG,ENSG00000115421,0.212094962,6.666205701,0.598633456,0.553737649,0.787600877,-7.137514116
GHR,ENSG00000112964,0.211982968,5.366645973,0.492707552,0.625667852,0.834702511,-7.196341776
WDR76,ENSG00000092470,0.211831068,5.597021245,1.062947741,0.295961342,0.54002675,-6.750366835
CDC123,ENSG00000151465,0.211820306,9.617785341,0.766268881,0.449273502,0.702492363,-7.021713598
UBA3,ENSG00000144744,0.211797758,8.316885134,0.555717521,0.582366107,0.804388273,-7.162697727
NDC1,ENSG00000058804,0.211761562,6.786539107,0.413216717,0.682273237,0.867336658,-7.233097755
PLOD2,ENSG00000152952,0.211751848,8.545030914,0.369803827,0.714026228,0.885288727,-7.250477653
MAZ,ENSG00000103495,0.211141059,9.675189288,0.776265315,0.443435673,0.696785805,-7.013939622
SLAMF7,ENSG00000026751,0.211044706,5.902157304,0.845092185,0.404491549,0.660132051,-6.957792119
KCNN3,ENSG00000143603,0.210747967,7.108832515,0.981394068,0.333945303,0.582980294,-6.833239428
MORF4L2,ENSG00000123562,0.210685137,11.56738599,0.883335836,0.383808673,0.639190432,-6.924626386
DGKQ,ENSG00000145214,0.210566668,6.59019765,0.923643366,0.362758271,0.615258558,-6.888161811
ACVRL1,ENSG00000139567,0.210505228,6.857110932,1.112351943,0.27448177,0.512800489,-6.697174848
URM1,ENSG00000167118,0.210185554,9.241787216,0.952736879,0.348044289,0.598982298,-6.860885739
NEO1,ENSG00000067141,0.209950462,9.701439738,0.535972822,0.595776851,0.813940833,-7.173667643
NOTCH1,ENSG00000148400,0.209492725,6.684506283,0.948310513,0.350256909,0.601345704,-6.865087112
UBL5,ENSG00000198258,0.20944705,10.152253,0.632195501,0.531863429,0.771950495,-7.116545008
COL2A1,ENSG00000139219,0.20943288,6.37011067,0.492288414,0.62596072,0.834750224,-7.196552258
ENTR1,ENSG00000165689,0.209364081,8.898733253,0.679598558,0.501768425,0.749206409,-7.085031843
CD2BP2,ENSG00000169217,0.209350503,8.709637552,1.065849259,0.294668073,0.538352521,-6.747304837
H2BC12,ENSG00000197903,0.209306656,10.64387659,0.279173644,0.781953241,0.923405966,-7.2805941
NDUFB8,ENSG00000166136,0.20891291,10.25534666,0.882808848,0.38408899,0.639494751,-6.925092896
RPLP2P1,ENSG00000214374,0.208738969,5.203147271,1.015673663,0.317594253,0.564126447,-6.799158886
CTBP1,ENSG00000159692,0.208348992,9.692283381,0.98144738,0.333919439,0.582980294,-6.833187278
CPS1,ENSG00000021826,0.208306838,7.46661387,0.518942583,0.607461255,0.821781753,-7.182816467
CD300C,ENSG00000167850,0.208130243,5.941957558,0.856520761,0.398238627,0.654249173,-6.948027614
PARP3,ENSG00000041880,0.208006062,7.104836839,0.868584454,0.391704846,0.646910499,-6.93758478
ZBTB14,ENSG00000198081,0.20774323,7.00092362,1.006951426,0.3217016,0.568786176,-6.807934492
TBC1D9,ENSG00000109436,0.206780324,7.346133987,0.500442227,0.620274497,0.83173435,-7.192425956
AKT2,ENSG00000105221,0.206740716,6.553948149,1.170112923,0.250813437,0.483229939,-6.632162818
NTF3,ENSG00000185652,0.206711831,6.56919593,0.982187416,0.333560555,0.582521534,-6.832463102
SARM1,ENSG00000004139,0.206583105,7.172754213,0.655664317,0.51684463,0.761137379,-7.101220024
UVRAG,ENSG00000198382,0.206527521,8.012042644,0.680440253,0.501242717,0.748641428,-7.084452295
AIRE,ENSG00000160224,0.206501622,7.079964911,0.829404372,0.4131745,0.668893618,-6.970991584
CTDSPL,ENSG00000144677,0.206451674,8.729212798,0.961722459,0.343581361,0.593778554,-6.852300165
BST1,ENSG00000109743,0.206007021,6.649530609,0.569764245,0.572916293,0.798571747,-7.154656761
KIF22,ENSG00000079616,0.205396594,7.618137294,0.669211772,0.508280955,0.754809597,-7.092126314
CALCRL,ENSG00000064989,0.205363459,7.07374852,1.001575358,0.324251258,0.572085199,-6.813308134
DCPS,ENSG00000110063,0.205239822,7.417504422,1.079120641,0.288803393,0.530664532,-6.733200614
MLPH,ENSG00000115648,0.205121182,8.803718931,0.784101913,0.438891104,0.692463824,-7.00777753
NUDT2,ENSG00000164978,0.205075002,7.429705592,1.034054666,0.309056998,0.553873184,-6.780433737
NOL6,ENSG00000165271,0.205048693,8.268190472,0.718940958,0.477525976,0.728775131,-7.057199585
TPMT,ENSG00000137364,0.204833892,7.530616728,0.74152954,0.46391611,0.716173229,-7.040535194
ILF2,ENSG00000143621,0.204185617,10.27822737,0.617637869,0.54129482,0.777175699,-7.12577746
SOX15,ENSG00000129194,0.20414133,7.765131227,0.683290243,0.499464935,0.747803915,-7.082484767
DNAJC8,ENSG00000126698,0.204014583,9.891147444,0.863943467,0.394210325,0.649717017,-6.941618688
PDZRN3,ENSG00000121440,0.203765493,6.185767345,0.454402818,0.652683597,0.850828171,-7.214848262
SPSB1,ENSG00000171621,0.20376339,6.203543135,0.855766319,0.398649514,0.654623984,-6.948676063
AP2S1,ENSG00000042753,0.202884694,10.42166444,0.920223506,0.364514323,0.616516258,-6.891315485
GNA13,ENSG00000120063,0.202804096,6.232285518,0.480274109,0.634381733,0.84086119,-7.202510555
MRM1,ENSG00000274853,0.202656388,7.26754764,1.083926608,0.286700091,0.528784348,-6.728053108
ALG3,ENSG00000214160,0.202628384,9.116916727,0.791222365,0.434786269,0.687956674,-7.002126982
PRIM1,ENSG00000198056,0.202448502,8.808235768,0.496219149,0.623216602,0.833417703,-7.194571407
OLAH,ENSG00000152463,0.202325672,5.467287133,0.363468852,0.718705154,0.888226499,-7.252854134
COX6A2,ENSG00000156885,0.201613337,6.51071424,1.184859209,0.245017353,0.476188578,-6.615082066
MFSD9,ENSG00000135953,0.20158013,6.046669987,1.198353555,0.23980025,0.469797346,-6.599280292
SIX5,ENSG00000177045,0.201567904,5.606450893,1.293776193,0.205235776,0.424202085,-6.482917475
RAI14,ENSG00000039560,0.201553413,8.029793547,0.759954533,0.452984474,0.705295865,-7.026574107
SCAMP5,ENSG00000198794,0.201523264,8.903268967,0.641471418,0.525899725,0.76760896,-7.110552896
ACBD4,ENSG00000181513,0.201504463,7.843467399,1.16298748,0.253649821,0.486370779,-6.6403461
PSMB6,ENSG00000142507,0.201425333,10.52655171,1.03145308,0.31025558,0.555151375,-6.783103093
SLC17A9,ENSG00000101194,0.201249633,8.029251866,0.83842109,0.408169823,0.664017415,-6.963433956
CHRNG,ENSG00000196811,0.201213053,7.323124497,1.035498104,0.308393375,0.553457758,-6.778949992
E2F6,ENSG00000169016,0.201104453,8.751954887,0.73014519,0.470746833,0.722352899,-7.048996086
IL27RA,ENSG00000104998,0.20092602,6.481277678,1.186799351,0.244262167,0.475160546,-6.61282023
CNPY3-GNMT,ENSG00000124713,0.200595441,6.319393377,1.005788082,0.322252161,0.569483174,-6.809099596
GNMT,ENSG00000124713,0.200595441,6.319393377,1.005788082,0.322252161,0.569483174,-6.809099596
CTDNEP1,ENSG00000175826,0.200547122,9.747351098,1.05354783,0.300178417,0.545083835,-6.760233318
TSPAN14,ENSG00000108219,0.200353006,9.54970783,1.30174426,0.202530485,0.420222897,-6.472837714
BLVRA,ENSG00000106605,0.199916498,9.609994686,0.601469476,0.55187152,0.786373013,-7.135785401
SMUG1,ENSG00000123415,0.199704328,7.715472461,0.562621165,0.577712203,0.802965476,-7.158770351
KMT2D,ENSG00000167548,0.199669524,7.832889567,0.515469662,0.609857127,0.823818954,-7.184646525
NPAS1,ENSG00000130751,0.19966663,6.024166471,1.009191784,0.320643148,0.567699979,-6.80568719
RPL7A,ENSG00000148303,0.199421693,13.48884603,0.965279294,0.341825397,0.591762247,-6.848880689
PHOX2A,ENSG00000165462,0.199021097,6.395371643,0.95459971,0.347115902,0.598174836,-6.859112078
DAPK3,ENSG00000167657,0.19898739,7.536643473,1.150846659,0.258536457,0.492563342,-6.654183743
TRPV4,ENSG00000111199,0.198772778,6.529200743,1.292188162,0.205778217,0.424808538,-6.484919727
TRA2B,ENSG00000136527,0.198675387,11.06438407,0.84917401,0.402251219,0.657590695,-6.954319006
PEX26,ENSG00000215193,0.198558236,8.118978925,0.700756125,0.488647063,0.737266902,-7.070252782
MAP3K11,ENSG00000173327,0.198522236,8.972218614,0.879032837,0.386101378,0.64159025,-6.928427821
ARHGEF10L,ENSG00000074964,0.198484316,7.640255596,0.763355884,0.450983233,0.703858727,-7.023960709
VASH1,ENSG00000071246,0.19800489,7.609221943,0.834641112,0.410263252,0.665835558,-6.966611768
SH3GL1,ENSG00000141985,0.197840044,8.832942901,0.995686775,0.327059777,0.575588252,-6.819163108
GGA2,ENSG00000103365,0.197795333,9.414226019,0.749272975,0.459303224,0.711536077,-7.034708051
HPF1,ENSG00000056050,0.19763462,9.31252926,0.600884998,0.552255848,0.786617833,-7.136142327
LSG1,ENSG00000041802,0.197502189,9.205770589,0.473245966,0.639331074,0.84287398,-7.205928806
COX17,ENSG00000138495,0.197388638,9.001185378,0.589044223,0.560071363,0.790744169,-7.143300141
SH3BP1,ENSG00000100092,0.197218892,7.521323658,0.718252005,0.477944648,0.729051083,-7.057700017
COQ3,ENSG00000132423,0.197193832,7.683861665,0.837594133,0.408627238,0.664459792,-6.964130349
SHANK2,ENSG00000162105,0.197105321,6.098184746,0.595502072,0.555801887,0.788523291,-7.139413597
PATJ,ENSG00000132849,0.196709927,5.086481178,1.011413251,0.31959598,0.56644658,-6.803454219
SIK2,ENSG00000170145,0.196642268,6.840811856,1.009265545,0.32060834,0.567699979,-6.80561312
ZNF426,ENSG00000130818,0.196585295,5.515675668,0.640536906,0.526498918,0.767790021,-7.111160429
RNASEH1,ENSG00000171865,0.195909584,8.715881661,0.703147167,0.487176488,0.736373343,-7.068554965
CMKLR1,ENSG00000174600,0.195748083,6.680732159,0.774630178,0.444387458,0.69747131,-7.015217859
SPOCK3,ENSG00000196104,0.195640814,4.991896142,1.118205757,0.272012547,0.51000775,-6.690724185
SIGLEC9,ENSG00000129450,0.195631007,6.508241214,1.005322837,0.322472523,0.569680307,-6.809565193
ANGPTL7,ENSG00000171819,0.19508325,5.971619446,0.971776468,0.338633397,0.588297519,-6.842603742
PLEKHA4,ENSG00000105559,0.195042295,7.059245166,1.177765188,0.247793273,0.479426115,-6.623323551
RALGAPB,ENSG00000170471,0.194452144,8.793235916,0.884376422,0.383255547,0.638491889,-6.923704441
MSR1,ENSG00000038945,0.194143548,5.921754451,0.632292019,0.531801191,0.771950495,-7.116483096
BLNK,ENSG00000095585,0.194131353,5.752328172,0.452243443,0.654221351,0.852445007,-7.215847576
KDELR1,ENSG00000105438,0.194114279,9.579368926,0.827993191,0.413961204,0.669410912,-6.972167333
TBX2,ENSG00000121068,0.193888006,7.91294093,1.006899824,0.321726007,0.568786176,-6.807986199
KAT2A,ENSG00000108773,0.193652056,9.38210556,0.779575971,0.441512339,0.694983007,-7.01134364
CHST7,ENSG00000147119,0.193630039,6.617247779,0.681422556,0.500629574,0.748207531,-7.08377505
SULT1A2,ENSG00000197165,0.193628174,8.97230866,0.903436217,0.373214984,0.627324083,-6.906635332
CLTC,ENSG00000141367,0.193480629,12.13162511,0.829102083,0.413342941,0.669007483,-6.971243602
PTK2B,ENSG00000120899,0.193022089,7.624732878,0.98409286,0.332637702,0.581973825,-6.830596136
EYA1,ENSG00000104313,0.192931621,7.055806504,0.643421137,0.524650779,0.767092871,-7.109282593
LDLR,ENSG00000130164,0.192912698,7.994481852,0.481019865,0.633857559,0.840640119,-7.202144931
BCOR,ENSG00000183337,0.192849725,6.087209793,0.596847154,0.554914713,0.788455197,-7.13859887
ASIC1,ENSG00000110881,0.192839949,7.969242318,0.931826957,0.358578697,0.610753385,-6.88057026
RBM28,ENSG00000106344,0.192467173,8.557070076,0.800572416,0.429431546,0.682519315,-6.994632608
IL33,ENSG00000137033,0.192345044,4.674508639,0.649122521,0.521007761,0.764205159,-7.10554643
SLC38A2,ENSG00000134294,0.192328011,10.19992375,0.65496178,0.517290849,0.761523447,-7.101686669
RHBDL1,ENSG00000103269,0.192165265,6.128272062,1.117832962,0.27216932,0.51012612,-6.69113592
PITX3,ENSG00000107859,0.192054464,7.140530813,1.08066559,0.288126069,0.530186008,-6.731548186
POLR2J,ENSG00000005075,0.191944542,10.18394629,0.652673728,0.518745564,0.762447963,-7.103203082
PRLH,ENSG00000071677,0.191798831,6.420774964,1.079059869,0.288830059,0.530664532,-6.733265568
RBM22,ENSG00000086589,0.191696071,8.141347136,0.625997863,0.535867973,0.774662246,-7.120501188
GNG4,ENSG00000168243,0.191597681,7.521594268,0.527392174,0.601650593,0.818247091,-7.178313524
STAT6,ENSG00000166888,0.191552018,9.047406164,0.759597115,0.453195071,0.705467917,-7.026848073
ARHGDIA,ENSG00000141522,0.191494306,10.21091197,1.12931113,0.267372051,0.503804776,-6.678400721
SCUBE2,ENSG00000175356,0.191492071,6.717928005,0.531736405,0.598673396,0.81630979,-7.175970598
MAML1,ENSG00000161021,0.191343244,9.10362672,0.68046492,0.501227314,0.748641428,-7.0844353
POLR1E,ENSG00000137054,0.191039362,8.444935679,0.568387886,0.573838847,0.799468822,-7.155453338
CPQ,ENSG00000104324,0.190987218,7.053580529,0.95744816,0.345699506,0.596164186,-6.856393662
MED9,ENSG00000141026,0.190700274,8.30482541,0.853307006,0.399990771,0.6557848,-6.950786077
AGPAT2,ENSG00000169692,0.190487044,9.47992257,0.746550775,0.460921804,0.712618529,-7.036763237
TMPRSS6,ENSG00000187045,0.190339343,8.656760418,0.902362399,0.373776085,0.627559094,-6.90760618
CXCL1,ENSG00000163739,0.190280313,5.35665887,1.23630917,0.225567286,0.451607328,-6.553961912
LINC00667,ENSG00000263753,0.190224007,7.148414772,0.600790774,0.552317818,0.786617833,-7.136199836
KNG1,ENSG00000113889,0.190161375,5.942422998,0.848010954,0.402888772,0.658092297,-6.955310245
DMPK,ENSG00000104936,0.190120053,8.195102748,0.828665192,0.413586461,0.669007483,-6.971607683
GABRE,ENSG00000102287,0.189720971,6.388110437,0.86242109,0.395034405,0.650775809,-6.942937439
CITED2,ENSG00000164442,0.189625198,8.00535354,0.298105543,0.767598212,0.916643249,-7.274993754
LOXL1,ENSG00000129038,0.189623217,8.145640276,0.646750532,0.522521732,0.765576671,-7.107104711
FCHO1,ENSG00000130475,0.189511607,6.666849336,1.033227836,0.30943758,0.55437998,-6.781282785
ARAP1,ENSG00000186635,0.189504634,8.521106397,0.91689261,0.36623004,0.618469091,-6.894376468
GPR4,ENSG00000177464,0.189040527,6.898462875,0.876911,0.387235148,0.642487484,-6.930295832
PDCD11,ENSG00000148843,0.188939258,9.02878134,0.600029459,0.55281866,0.786972668,-7.136664171
PSPN,ENSG00000125650,0.188892238,6.441918223,1.02282414,0.314254053,0.560141499,-6.791911837
ZNF550,ENSG00000251369,0.188707827,5.918830211,0.730855356,0.47031903,0.722315261,-7.048471986
CCNP,ENSG00000105219,0.188560826,8.980168262,0.774164709,0.444658623,0.697567601,-7.015581257
INHBA,ENSG00000122641,0.188290941,6.826322473,0.586145285,0.561993346,0.792272274,-7.145031339
FCMR,ENSG00000162894,0.188144875,7.896743504,0.632554212,0.531632139,0.771809212,-7.116314866
LIMA1,ENSG00000050405,0.188076733,9.461971535,0.658328356,0.515154455,0.759976133,-7.099446075
LTBP2,ENSG00000119681,0.188063347,8.239211785,0.609836601,0.546384817,0.781586107,-7.130638662
TMSB15A,ENSG00000158164,0.188010892,8.724615258,0.283426203,0.778721764,0.921488493,-7.279367948
CENPM,ENSG00000100162,0.187892482,7.917009453,0.82969895,0.413010396,0.668779067,-6.97074591
CDC42EP2,ENSG00000149798,0.18771507,8.176259992,0.861835824,0.395351506,0.651133384,-6.943443833
ITGA7,ENSG00000135424,0.187426664,8.682239334,0.610867573,0.545710727,0.781011687,-7.129999692
DCUN1D1,ENSG00000043093,0.18739764,8.883227245,0.732413697,0.469381078,0.721379627,-7.04732021
ERF,ENSG00000105722,0.187383973,8.649104255,0.713081218,0.481093616,0.730717663,-7.061441091
EEF1A1,ENSG00000156508,0.187335018,14.29290479,1.115002964,0.273361549,0.511490942,-6.694257404
HNRNPR,ENSG00000125944,0.187050075,10.90626027,0.595761079,0.555630998,0.788479976,-7.139256854
TRAM1,ENSG00000067167,0.186792792,10.53151027,0.876294139,0.387565157,0.642487484,-6.930838094
TRMU,ENSG00000100416,0.186643111,7.133273488,1.207505708,0.236308923,0.465759362,-6.588470368
ADGRL4,ENSG00000162618,0.18662989,6.293218347,0.538834203,0.593824252,0.81238378,-7.172102019
MCM3AP,ENSG00000160294,0.186470005,9.266640858,0.706586625,0.485065504,0.734702419,-7.066102872
EDA,ENSG00000158813,0.186463469,8.33051066,0.899255284,0.375402727,0.628992711,-6.91040918
IARS2,ENSG00000067704,0.18637676,10.01425389,0.70800648,0.484195577,0.733795709,-7.065087235
ATP5F1C,ENSG00000165629,0.186284427,11.01747371,0.748041637,0.460034946,0.712248687,-7.035638571
MXRA8,ENSG00000162576,0.18600573,9.26325759,0.689082923,0.495862394,0.744157126,-7.078461126
SRGN,ENSG00000122862,0.185973374,8.862315797,0.267579379,0.79078352,0.927945054,-7.283843397
SERPINF2,ENSG00000167711,0.18583037,7.184992112,0.688260383,0.496373054,0.744727251,-7.079034476
SLC13A2,ENSG00000007216,0.18573494,6.084969344,1.4328278,0.161848438,0.358726948,-6.299134581
RASSF4,ENSG00000107551,0.185604931,7.804076085,0.635978012,0.529427232,0.770331769,-7.114111826
DNAJC11,ENSG00000007923,0.185600017,8.839065683,0.781138383,0.440606395,0.694090703,-7.010114817
DIDO1,ENSG00000101191,0.18558333,9.154373746,0.73457552,0.468081693,0.719959487,-7.045718474
TSNAX,ENSG00000116918,0.18538032,8.842464312,0.589060874,0.560060334,0.790744169,-7.143290173
BTK,ENSG00000010671,0.185346135,7.493087561,0.591575105,0.558396137,0.78999439,-7.14178191
BARX1,ENSG00000131668,0.185294366,5.923158699,0.828679037,0.413578743,0.669007483,-6.971596148
GNRH2,ENSG00000125787,0.185290707,6.903591273,0.839727379,0.407447927,0.663485188,-6.962332573
NFKBIL1,ENSG00000204498,0.184959646,7.229934766,1.036192738,0.308074368,0.553227146,-6.778235271
XPNPEP2,ENSG00000122121,0.184938203,6.686915242,0.794263185,0.433040386,0.686018319,-6.99969894
LOC102723996,ENSG00000160223,0.18484493,7.90320835,0.828607999,0.413618347,0.669007483,-6.971655331
ICOSLG,ENSG00000160223,0.18484493,7.90320835,0.828607999,0.413618347,0.669007483,-6.971655331
WDR13,ENSG00000101940,0.18480326,8.875067685,0.796701331,0.431643605,0.684486633,-6.997745662
OSBPL2,ENSG00000130703,0.184352168,8.243734717,0.82042014,0.418198877,0.673754409,-6.97844421
LOC105369209,ENSG00000130703,0.184352168,8.243734717,0.82042014,0.418198877,0.673754409,-6.97844421
PARL,ENSG00000175193,0.184158483,9.97973164,0.799342321,0.430133711,0.68295849,-6.995623398
RPS6KA1,ENSG00000117676,0.183894385,7.734368481,0.564069959,0.576737873,0.80233757,-7.157940123
RIC8B,ENSG00000111785,0.183716901,7.11044776,0.732971092,0.46904585,0.721055465,-7.046907662
UCN,ENSG00000163794,0.18324598,5.894991154,0.870405564,0.390724477,0.645589481,-6.935996263
EIF2B5,ENSG00000145191,0.183215881,8.657967485,0.619244617,0.540249578,0.776257647,-7.12476876
TSPOAP1,ENSG00000005379,0.18313102,6.477573009,0.704069407,0.486609949,0.736229875,-7.067898609
ATP6AP2,ENSG00000182220,0.18311894,10.15386685,0.481418845,0.633577203,0.840370984,-7.201949092
TACSTD2,ENSG00000184292,0.183099026,5.765740097,0.589202,0.559966854,0.790744169,-7.143205679
MBD3,ENSG00000071655,0.182963459,9.922870492,0.776081189,0.443542788,0.696877699,-7.014083688
YJU2,ENSG00000105248,0.182870243,7.854756038,0.649266488,0.520915947,0.764148711,-7.105451672
KPLCE,ENSG00000198854,0.182642189,6.972916438,0.635245837,0.529898338,0.770403061,-7.114583918
SPN,ENSG00000197471,0.182519644,7.326667103,0.830177933,0.41274365,0.668572347,-6.970346266
RALBP1,ENSG00000017797,0.182519483,9.084747062,0.825869256,0.415147004,0.670798536,-6.973933314
SEMA4D,ENSG00000187764,0.182508632,8.728221285,0.423789273,0.674626095,0.862684965,-7.228576426
CYTIP,ENSG00000115165,0.182276308,6.457014387,0.377919552,0.708048524,0.882109521,-7.247373681
POLD1,ENSG00000062822,0.182216752,8.527483503,0.546019268,0.588934767,0.80932639,-7.168134603
NDUFA6,ENSG00000184983,0.182183644,9.834795326,0.619955718,0.539787321,0.776257647,-7.124321521
CXCL12,ENSG00000107562,0.182003642,8.157243631,0.61606263,0.542320593,0.778102712,-7.126763898
ZG16,ENSG00000174992,0.181982957,6.321495698,0.878475564,0.386398942,0.641714238,-6.928918846
GDPD2,ENSG00000130055,0.18198133,8.295749224,0.587117938,0.561348109,0.791766617,-7.144451418
