"gene","HR","95% CI","p.value"
"ENSG00000266649",40.8,"(2.9-580)",0.00606
"ENSG00000163424",5.54,"(1.9-16)",0.00205
"ENSG00000277490",3330,"(1.1-1e+07)",0.0483
"ENSG00000236390",7.7e-05,"(9.3e-09-0.64)",0.0397
"ENSG00000267579",9.66,"(1.9-50)",0.00696
"ENSG00000280049",3.71,"(1.1-13)",0.0413
"ENSG00000226995",26.8,"(3.1-230)",0.00269
"ENSG00000231529",18100,"(47-7e+06)",0.00125
"ENSG00000196273",1.43e+10,"(6400-3.2e+16)",0.00172
"ENSG00000189238",33.3,"(1.5-730)",0.0264
"ENSG00000106052",0.478,"(0.23-0.97)",0.0422
"ENSG00000231957",4e+18,"(250-6.3e+34)",0.0244
"ENSG00000257325",16.7,"(1.6-180)",0.0202
"ENSG00000244260",3.99e+22,"(2700000-5.9e+38)",0.00616
"ENSG00000227868",3.56,"(1.2-11)",0.0252
"ENSG00000251339",8.54e+10,"(7.9-9.2e+20)",0.0327
"ENSG00000233145",13400,"(29-6200000)",0.00245
"ENSG00000242321",27600,"(3.6-2.1e+08)",0.0249
"ENSG00000227929",36500000,"(57-2.3e+13)",0.0107
"ENSG00000228680",1.1e+07,"(56-2.1e+12)",0.00908
"ENSG00000189132",140,"(5.1-3800)",0.00337
"ENSG00000205106",10.6,"(1.4-79)",0.0208
"ENSG00000251610",2.71,"(1-7.2)",0.0449
"ENSG00000234168",1.57e+19,"(1.4e+07-1.8e+31)",0.00182
"ENSG00000158806",1.63,"(1-2.6)",0.0487
"ENSG00000228175",2.63,"(1.1-6.4)",0.0325
"ENSG00000234457",11.7,"(1-130)",0.0466
"ENSG00000253799",14.3,"(1.7-120)",0.0149
"ENSG00000181616",84400000,"(1.2-6.1e+15)",0.048
"ENSG00000248228",8.96,"(2.2-36)",0.00196
"ENSG00000254775",13200,"(1-1.7e+08)",0.0493
"ENSG00000166670",1.96,"(1.1-3.6)",0.0286
"ENSG00000226694",9.13e+20,"(1.1e+10-7.7e+31)",0.000169
"ENSG00000233193",31.7,"(1.7-600)",0.0213
"ENSG00000235122",2.19,"(1.1-4.2)",0.0205
"ENSG00000236172",399,"(1.3-120000)",0.0409
"ENSG00000223131",8.29,"(1.1-62)",0.0396
"ENSG00000225626",3.72,"(1.4-9.9)",0.00882
"ENSG00000235822",79.9,"(1.5-4400)",0.032
"ENSG00000173267",1.48,"(1.1-2)",0.0138
"ENSG00000183022",0.00491,"(2.6e-05-0.93)",0.047
"ENSG00000202491",56.3,"(1.2-2700)",0.0415
"ENSG00000223586",1.98e+09,"(85-4.6e+16)",0.0134
"ENSG00000250921",53.7,"(1-2800)",0.0476
"ENSG00000223605",136000,"(1.6-1.1e+10)",0.0411
"ENSG00000260969",10.7,"(1.7-68)",0.0117
"ENSG00000202056",228,"(2.9-18000)",0.0146
"ENSG00000271192",1440,"(1.7-1200000)",0.0338
"ENSG00000259841",5.89e+16,"(380000-9e+27)",0.0033
"ENSG00000226428",2910,"(2.8-3e+06)",0.0246
"ENSG00000257603",144000,"(7.1-2.9e+09)",0.019
"ENSG00000250910",1.37e+11,"(5-3.8e+21)",0.0365
"ENSG00000234593",1010,"(9.2-110000)",0.00392
"ENSG00000260687",4.78e+13,"(5800-4e+23)",0.00688
"ENSG00000235643",59.5,"(3-1200)",0.00756
"ENSG00000227068",7.07e-07,"(2.2e-12-0.22)",0.0283
"ENSG00000270855",5.19e+13,"(95-2.8e+25)",0.022
"ENSG00000253124",5.79e+08,"(220-1.5e+15)",0.00747
"ENSG00000279337",0.0705,"(0.0077-0.65)",0.019
"ENSG00000125733",2.28,"(1.2-4.5)",0.0178
"ENSG00000222705",536000,"(17-1.7e+10)",0.0124
"ENSG00000203876",26,"(2.9-230)",0.00345
"ENSG00000260624",445,"(10-19000)",0.00149
"ENSG00000227143",2.53e+58,"(1.1e+26-5.9e+90)",0.000405
"ENSG00000261171",50.9,"(1.7-1500)",0.0233
"ENSG00000131233",3910000,"(2.3-6.7e+12)",0.0383
"ENSG00000139797",2.68,"(1.3-5.7)",0.0112
"ENSG00000199620",79.2,"(3.1-2000)",0.00838
"ENSG00000155622",1.5,"(1.1-2)",0.00327
"ENSG00000232080",38.4,"(3.6-410)",0.00247
"ENSG00000239128",0.137,"(0.024-0.79)",0.0259
"ENSG00000244219",2.29,"(1.2-4.5)",0.0157
"ENSG00000277338",345000,"(21-5.8e+09)",0.0102
"ENSG00000163098",32,"(3.5-300)",0.00226
"ENSG00000250582",20.3,"(2.6-160)",0.00442
"ENSG00000235592",0.259,"(0.071-0.95)",0.041
"ENSG00000261273",6.05,"(1.1-34)",0.0404
"ENSG00000267094",30100,"(41-2.2e+07)",0.00223
"ENSG00000207743",19,"(1.5-240)",0.0239
"ENSG00000221778",7.2,"(1.1-47)",0.039
"ENSG00000204460",2.38e+12,"(570000-1e+19)",0.000249
"ENSG00000248287",631000,"(27-1.5e+10)",0.00937
"ENSG00000164089",2.83,"(1.2-6.7)",0.0171
"ENSG00000235358",6.3,"(1.5-26)",0.0111
"ENSG00000236176",2.02e+11,"(4800-8.5e+18)",0.00364
"ENSG00000251461",35.1,"(3.1-400)",0.00422
"ENSG00000256706",24.8,"(2.5-250)",0.00632
"ENSG00000199469",3.39e+08,"(1200-9.4e+13)",0.00212
"ENSG00000145309",2.8,"(1-7.7)",0.0468
"ENSG00000253373",1830,"(4.9-690000)",0.013
"ENSG00000227497",1.35e+58,"(1.8e+17-1e+99)",0.00531
"ENSG00000227029",103,"(4.6-2300)",0.00359
"ENSG00000174448",117,"(6.2-2200)",0.00147
"ENSG00000220598",5.64e+23,"(170000-1.9e+42)",0.012
"ENSG00000243055",0.193,"(0.046-0.82)",0.0253
"ENSG00000268549",11.1,"(1.3-99)",0.0303
"ENSG00000172680",147,"(8.9-2400)",0.000494
"ENSG00000251264",1.49e+10,"(4.2-5.3e+19)",0.0368
"ENSG00000237380",2.85,"(1-8)",0.0482
"ENSG00000229258",285,"(5.1-16000)",0.00587
"ENSG00000229345",1.77e+11,"(13000-2.3e+18)",0.00195
"ENSG00000280778",9940000,"(11-8.9e+12)",0.0212
"ENSG00000178645",62.4,"(2.1-1800)",0.0163
"ENSG00000223075",2.37e+08,"(20-2.8e+15)",0.0203
"ENSG00000270430",1.6e+26,"(9400-2.7e+48)",0.0209
"ENSG00000207768",558,"(3-1e+05)",0.0175
"ENSG00000227360",4.51e+15,"(7300-2.8e+27)",0.00927
"ENSG00000272554",1.18e+18,"(3e+09-4.6e+26)",3.76e-05
"ENSG00000268988",1.5e+17,"(2.1e+07-1.1e+27)",0.000643
"ENSG00000204802",2.79e+14,"(220000-3.5e+23)",0.00187
"ENSG00000224851",53700,"(210-1.4e+07)",0.000119
"ENSG00000279523",622,"(9.4-41000)",0.00265
"ENSG00000229881",0.108,"(0.014-0.83)",0.032
"ENSG00000130561",32100000,"(78-1.3e+13)",0.00877
"ENSG00000212521",2170,"(5.1-920000)",0.0128
"ENSG00000258716",7350,"(6.4-8400000)",0.0132
"ENSG00000265595",260,"(1.1-62000)",0.0467
"ENSG00000149599",1.66,"(1-2.7)",0.039
"ENSG00000239793",607,"(1.5-240000)",0.0359
"ENSG00000215399",504,"(10-25000)",0.00169
"ENSG00000233776",2.85,"(1-7.8)",0.0418
"ENSG00000236235",3.83e+11,"(1-1.5e+23)",0.0499
"ENSG00000230226",262,"(7.8-8800)",0.0019
"ENSG00000228290",83,"(3.1-2300)",0.00869
"ENSG00000258558",7.81,"(1.3-46)",0.0224
"ENSG00000231804",52.6,"(1.3-2100)",0.0349
"ENSG00000251250",177,"(1.4-22000)",0.0349
"ENSG00000253491",124000,"(21-7.4e+08)",0.00822
"ENSG00000183628",2.27,"(1-5.1)",0.047
"ENSG00000258584",5.34,"(1.1-26)",0.0404
"ENSG00000275832",1.52,"(1-2.3)",0.0457
"ENSG00000251045",3.66e+10,"(9200-1.5e+17)",0.00171
"ENSG00000073598",6.17,"(1.6-24)",0.00874
"ENSG00000225570",1.09e+11,"(5400-2.2e+18)",0.00305
"ENSG00000234169",3240000,"(16-6.4e+11)",0.016
"ENSG00000250765",1010000,"(49-2.1e+10)",0.00642
"ENSG00000207444",374,"(2.4-58000)",0.0211
"ENSG00000276569",9.46e+25,"(140000-6.3e+46)",0.0145
"ENSG00000264918",0.499,"(0.26-0.94)",0.0327
"ENSG00000229035",7.36,"(2.2-25)",0.00128
"ENSG00000228153",262,"(5.8-12000)",0.00421
"ENSG00000141380",0.331,"(0.11-0.98)",0.0469
"ENSG00000251649",212,"(2.7-17000)",0.0159
"ENSG00000238049",44,"(3.4-570)",0.0037
"ENSG00000221562",40.2,"(1.4-1200)",0.0321
"ENSG00000269957",699000,"(21-2.3e+10)",0.0113
"ENSG00000261394",17.6,"(2.5-120)",0.00403
"ENSG00000135549",1.72,"(1-2.9)",0.0404
"ENSG00000229154",29700000,"(120-7.4e+12)",0.00665
"ENSG00000269226",122,"(1.6-9500)",0.0304
"ENSG00000255664",1.15e+11,"(37-3.6e+20)",0.0224
"ENSG00000236907",10600000,"(120-9.4e+11)",0.00543
"ENSG00000275909",657,"(1.4-3e+05)",0.0379
"ENSG00000258308",345,"(1.1-110000)",0.0464
"ENSG00000163945",0.305,"(0.1-0.93)",0.0373
"ENSG00000231171",426,"(4.4-42000)",0.00958
"ENSG00000272020",19000,"(91-4e+06)",0.000298
"ENSG00000275681",551,"(5.3-58000)",0.00783
"ENSG00000233214",9.6,"(1.2-75)",0.0313
"ENSG00000224173",545,"(16-19000)",5e-04
"ENSG00000255257",19.4,"(3.8-98)",0.000337
"ENSG00000201709",64.1,"(3.6-1100)",0.00445
"ENSG00000272430",22.5,"(2.6-190)",0.00469
"ENSG00000224282",0.0131,"(0.00022-0.8)",0.0385
"ENSG00000226344",1.92e+12,"(59-6.2e+22)",0.022
"ENSG00000234173",1.83e+36,"(1700-2e+69)",0.0315
"ENSG00000253782",7.8e+11,"(9000-6.7e+19)",0.00332
"ENSG00000223019",1170,"(2.2-610000)",0.0272
"ENSG00000125514",38.4,"(2-730)",0.0154
"ENSG00000201555",0.534,"(0.32-0.91)",0.0199
"ENSG00000254588",36800000,"(420-3.2e+12)",0.00268
"ENSG00000250406",171000,"(6.3-4.6e+09)",0.0207
"ENSG00000230364",0.00351,"(2.4e-05-0.5)",0.0258
"ENSG00000269931",1040,"(11-96000)",0.00256
"ENSG00000175820",2.24e+12,"(9000-5.6e+20)",0.00393
"ENSG00000226454",7.21,"(1.1-46)",0.036
"ENSG00000258725",25.9,"(3-230)",0.00331
"ENSG00000188691",18300,"(66-5100000)",0.000632
"ENSG00000180219",42.3,"(3.6-490)",0.00276
"ENSG00000230712",19,"(2.6-140)",0.00344
"ENSG00000262352",1630,"(4.1-640000)",0.0153
"ENSG00000280625",173,"(2.3-13000)",0.0196
"ENSG00000241203",4.12e+10,"(3800-4.4e+17)",0.00308
"ENSG00000257137",38900,"(11-1.4e+08)",0.0113
"ENSG00000276213",3160,"(11-890000)",0.00513
"ENSG00000277047",12.4,"(1.2-130)",0.0355
"ENSG00000183560",3.91,"(1-15)",0.0482
"ENSG00000207630",34.5,"(1.1-1100)",0.0434
"ENSG00000240294",35.9,"(2.5-510)",0.00809
"ENSG00000179431",1.65,"(1.1-2.5)",0.0172
"ENSG00000260868",13.7,"(1.7-110)",0.0127
"ENSG00000247867",1.54e+14,"(550000-4.3e+22)",0.000997
"ENSG00000222255",0.116,"(0.014-0.99)",0.0487
"ENSG00000276863",2.47,"(1.1-5.6)",0.0304
"ENSG00000100263",2.54,"(1-6.4)",0.0479
"ENSG00000188877",89200000,"(4.1-1.9e+15)",0.0337
"ENSG00000257997",3520,"(9.2-1300000)",0.0071
"ENSG00000229907",2.34e+11,"(13000-4.2e+18)",0.00212
"ENSG00000204148",1.2e+12,"(310000-4.6e+18)",0.000323
"ENSG00000226818",4.53e+09,"(170-1.2e+17)",0.0108
"ENSG00000226990",24000,"(4.4-1.3e+08)",0.0217
"ENSG00000227515",499,"(5.6-44000)",0.00667
"ENSG00000261025",3.8e+14,"(1.7-8.6e+28)",0.0465
"ENSG00000230442",6820000,"(130-3.7e+11)",0.00463
"ENSG00000240095",1.66e+09,"(12-2.2e+17)",0.0263
"ENSG00000167994",2.32,"(1.3-4.3)",0.00745
"ENSG00000075618",1.38,"(1-1.9)",0.0389
"ENSG00000241886",0.103,"(0.015-0.7)",0.0201
"ENSG00000229639",1520,"(4.9-470000)",0.0123
"ENSG00000250252",3100,"(26-360000)",0.000941
"ENSG00000240224",2.46e+47,"(2.8-2.1e+94)",0.0478
"ENSG00000231590",1.03e+44,"(2200000-4.8e+81)",0.022
"ENSG00000225179",29700000,"(1100-8e+11)",0.000944
"ENSG00000166681",1.3,"(1-1.6)",0.0241
"ENSG00000221656",286,"(2.3-35000)",0.021
"ENSG00000199740",5.99,"(1.2-30)",0.0307
"ENSG00000249708",2.47e+11,"(1.4-4.3e+22)",0.047
"ENSG00000232596",3.83e+09,"(3700-3.9e+15)",0.00178
"ENSG00000148288",2.17,"(1.1-4.2)",0.0212
"ENSG00000068985",2.28,"(1-5)",0.041
"ENSG00000276542",303000,"(7.5-1.2e+10)",0.0197
"ENSG00000259281",45.6,"(3.3-630)",0.00444
"ENSG00000265073",1800000,"(25-1.3e+11)",0.0117
"ENSG00000111321",1.51,"(1-2.2)",0.0275
"ENSG00000260468",59.4,"(1.2-3000)",0.042
"ENSG00000225889",0.462,"(0.22-0.96)",0.0372
"ENSG00000116748",0.154,"(0.024-0.98)",0.047
"ENSG00000235990",108,"(6.2-1900)",0.0013
"ENSG00000272609",45.9,"(1.9-1100)",0.0187
"ENSG00000233842",2.15e+10,"(20000-2.3e+16)",0.000773
"ENSG00000261810",16500,"(36-7500000)",0.00188
"ENSG00000254115",2990,"(2.9-3100000)",0.0241
"ENSG00000163746",51,"(1.8-1400)",0.021
"ENSG00000184108",105,"(14-780)",5.45e-06
"ENSG00000251692",2140,"(1-4500000)",0.0496
"ENSG00000233603",0.0116,"(0.00023-0.59)",0.0264
"ENSG00000174038",15.9,"(2.5-100)",0.00353
"ENSG00000253100",24.2,"(2.2-260)",0.00872
"ENSG00000131379",972,"(16-58000)",0.000955
"ENSG00000253955",22900,"(12-4.5e+07)",0.00948
"ENSG00000176515",1.44e+12,"(14000-1.5e+20)",0.00297
"ENSG00000227599",1.81e+22,"(1.1e+08-3.1e+36)",0.00218
"ENSG00000231824",31.4,"(1.7-570)",0.0199
"ENSG00000258175",16.6,"(1.1-250)",0.041
"ENSG00000254767",4.35e+21,"(3.2e+08-6e+34)",0.00125
"ENSG00000269543",91.9,"(2.7-3100)",0.0121
"ENSG00000259043",6.18e+37,"(2600-1.5e+72)",0.0312
"ENSG00000233079",593000,"(110-3.2e+09)",0.0024
"ENSG00000200637",298,"(1.6-54000)",0.0319
"ENSG00000238202",79.2,"(4.5-1400)",0.00288
"ENSG00000172967",193,"(5.3-7000)",0.00414
"ENSG00000117122",1.26,"(1-1.6)",0.0411
"ENSG00000105679",4.21,"(1.8-10)",0.00111
"ENSG00000248121",5.58,"(1.3-24)",0.0224
"ENSG00000236165",4.34,"(1.2-16)",0.0238
"ENSG00000226759",757,"(2.6-220000)",0.0224
"ENSG00000212930",99300000,"(14-7.1e+14)",0.0222
"ENSG00000258368",1770,"(4.1-760000)",0.0157
"ENSG00000240014",5.15e+09,"(25-1.1e+18)",0.022
"ENSG00000266448",3.99e+15,"(1700000-9.4e+24)",0.0011
"ENSG00000207571",192,"(7.6-4800)",0.00139
"ENSG00000235911",22.2,"(2.5-200)",0.00547
"ENSG00000237924",7020000,"(6.7-7.3e+12)",0.0258
"ENSG00000254027",2.51,"(1.1-5.6)",0.0268
"ENSG00000182584",5.26,"(1.7-17)",0.00477
"ENSG00000228669",9630,"(7.3-1.3e+07)",0.0123
"ENSG00000218014",6.97,"(2-25)",0.00277
"ENSG00000265472",1360000,"(15-1.3e+11)",0.0156
"ENSG00000231492",26600,"(22-3.2e+07)",0.00479
"ENSG00000258718",1.22e+15,"(1.7e+07-8.7e+22)",0.000167
"ENSG00000267404",2.2e+10,"(110-4.2e+18)",0.0144
"ENSG00000206552",1750,"(9.2-340000)",0.00533
"ENSG00000231251",189,"(2.2-16000)",0.0209
"ENSG00000187686",477,"(3.9-58000)",0.0119
"ENSG00000148948",2.67,"(1.2-6)",0.0176
"ENSG00000280919",3.51,"(1.2-10)",0.0237
"ENSG00000250791",9730000,"(1100-8.9e+10)",0.000549
"ENSG00000221114",120,"(6.9-2100)",0.00103
"ENSG00000164488",1.43,"(1-2)",0.0451
"ENSG00000229537",1.42e+13,"(83000-2.4e+21)",0.00174
"ENSG00000274469",1.35e+09,"(1300-1.4e+15)",0.0029
"ENSG00000231297",1410000,"(3.1-6.5e+11)",0.0333
"ENSG00000257514",76,"(3.8-1500)",0.0046
"ENSG00000250357",9740000,"(140-6.8e+11)",0.00469
"ENSG00000207650",2.07,"(1.2-3.7)",0.0136
"ENSG00000273600",4150000,"(51-3.4e+11)",0.00827
"ENSG00000250954",42.6,"(2-930)",0.017
"ENSG00000234821",47800,"(2.7-8.3e+08)",0.0306
"ENSG00000167680",2.19,"(1.2-4)",0.00979
"ENSG00000273925",354,"(2.8-45000)",0.0177
"ENSG00000242009",655000,"(8.2-5.3e+10)",0.0201
"ENSG00000230331",5.71e+19,"(2e+08-1.7e+31)",0.000729
"ENSG00000252629",192,"(7.9-4700)",0.00125
"ENSG00000241223",4.59,"(1.4-15)",0.0129
"ENSG00000178457",6.15,"(1.6-24)",0.00897
"ENSG00000124159",1.6,"(1.1-2.4)",0.0173
"ENSG00000256790",22.3,"(2.5-200)",0.00551
"ENSG00000203883",1.62,"(1-2.6)",0.0468
"ENSG00000226390",246,"(1.7-36000)",0.0301
"ENSG00000281186",31300,"(1.1-8.6e+08)",0.0471
"ENSG00000258995",79.4,"(2.6-2400)",0.0122
"ENSG00000206751",423,"(7.1-25000)",0.00369
"ENSG00000185972",3.92,"(2-7.8)",0.000103
"ENSG00000235251",4.19e-07,"(2.2e-13-0.82)",0.0469
"ENSG00000230676",26.9,"(2.6-280)",0.00572
"ENSG00000232749",1.87e+09,"(95-3.7e+16)",0.0127
"ENSG00000260493",522,"(4.1-67000)",0.0116
"ENSG00000222313",253000,"(41-1.6e+09)",0.00526
"ENSG00000275842",178,"(1.1-29000)",0.0467
"ENSG00000055950",5.45,"(1.9-15)",0.00148
"ENSG00000255814",50600,"(34-7.5e+07)",0.00366
"ENSG00000242352",5.57e-16,"(5.1e-30-0.061)",0.0332
"ENSG00000279920",4.68e+13,"(130000-1.7e+22)",0.00172
"ENSG00000119919",1.65,"(1-2.6)",0.0386
"ENSG00000165868",1.79,"(1-3.2)",0.0442
"ENSG00000276411",2.91e+12,"(83000-1e+20)",0.00121
"ENSG00000254049",196000,"(16-2.3e+09)",0.011
"ENSG00000223438",0.503,"(0.25-1)",0.0499
"ENSG00000257779",1410000,"(73-2.7e+10)",0.00489
"ENSG00000279056",9.72e+10,"(3.4-2.8e+21)",0.0394
"ENSG00000261341",4.04,"(1.4-12)",0.0105
"ENSG00000276850",4.42,"(1.5-13)",0.00808
"ENSG00000226978",88700,"(40-2e+08)",0.00377
"ENSG00000234192",0.00149,"(2.7e-06-0.82)",0.0432
"ENSG00000198284",80200,"(28-2.3e+08)",0.00536
"ENSG00000234884",5.69,"(1.3-25)",0.0226
"ENSG00000155011",1.42,"(1-2)",0.0337
"ENSG00000265433",7070,"(11-4600000)",0.00741
"ENSG00000228909",4660000,"(470-4.6e+10)",0.00108
"ENSG00000241582",8.53,"(1-71)",0.0472
"ENSG00000162771",176,"(5.5-5600)",0.00341
"ENSG00000161973",2.29,"(1.1-4.6)",0.0206
"ENSG00000239791",3820,"(1.4-1e+07)",0.0403
"ENSG00000224128",25,"(1.9-340)",0.0152
"ENSG00000232862",16.5,"(1.3-210)",0.032
"ENSG00000181786",4.03,"(1.7-9.6)",0.0016
"ENSG00000199788",350,"(1.8-66000)",0.0286
"ENSG00000235537",1.11e+13,"(8e+05-1.5e+20)",0.000343
"ENSG00000256268",6.04,"(1.1-34)",0.041
"ENSG00000236340",1.95e+13,"(23000-1.6e+22)",0.00351
"ENSG00000236854",49.9,"(3.4-740)",0.0044
"ENSG00000225477",2.23e+69,"(9e+27-5.5e+110)",0.00103
"ENSG00000240792",6.4e+16,"(490-8.4e+30)",0.0196
"ENSG00000220868",5.3e+09,"(4.3-6.6e+18)",0.0361
"ENSG00000272797",2.89,"(1-8)",0.0415
"ENSG00000254337",1.38,"(1.1-1.8)",0.012
"ENSG00000239921",62000,"(1.9-2e+09)",0.0376
"ENSG00000182318",3.75,"(1.1-13)",0.0362
"ENSG00000184478",53800000,"(26000-1.1e+11)",4.71e-06
"ENSG00000267223",1230,"(2.7-560000)",0.0229
"ENSG00000204787",1.43e+35,"(1300000-1.5e+64)",0.0176
"ENSG00000241695",94600000,"(2-4.5e+15)",0.0416
"ENSG00000235426",403,"(4.3-37000)",0.00944
"ENSG00000141452",0.41,"(0.18-0.92)",0.0306
"ENSG00000248885",2.04e-11,"(1e-20-0.04)",0.0241
"ENSG00000132631",13.6,"(2.2-82)",0.00448
"ENSG00000228674",3.94,"(1.2-13)",0.0228
"ENSG00000235400",0.075,"(0.0082-0.69)",0.0219
"ENSG00000234777",674,"(3-150000)",0.0182
"ENSG00000211739",265,"(1.8-38000)",0.0276
"ENSG00000249854",58,"(3.9-860)",0.00314
"ENSG00000256440",2.87,"(1-7.9)",0.0401
"ENSG00000233805",97000,"(2.5-3.7e+09)",0.033
"ENSG00000274312",1.55,"(1.1-2.3)",0.0256
"ENSG00000255251",4.69e+45,"(500-4.4e+88)",0.0373
"ENSG00000243574",118,"(3-4700)",0.0111
"ENSG00000215867",1.85e-07,"(1.7e-13-0.2)",0.0289
"ENSG00000224893",7.39,"(1.1-50)",0.04
"ENSG00000225940",28.7,"(1.1-780)",0.0462
"ENSG00000273540",3.01e+08,"(100-9e+14)",0.0103
"ENSG00000196860",14.1,"(3-67)",0.000866
"ENSG00000263800",16.8,"(1.5-190)",0.0239
"ENSG00000266881",48.9,"(5.2-460)",0.000642
"ENSG00000201638",227,"(1.6-33000)",0.033
"ENSG00000265362",288000,"(800-1e+08)",2.8e-05
"ENSG00000242111",3.1e+20,"(46000-2.1e+36)",0.0112
"ENSG00000176904",2.54e+26,"(1.3e+12-4.9e+40)",0.000291
"ENSG00000207647",12.9,"(1.2-140)",0.0352
"ENSG00000214188",11200,"(36-3500000)",0.00144
"ENSG00000231626",2.5e+12,"(36000-1.7e+20)",0.00194
"ENSG00000233179",98400,"(94-1e+08)",0.0012
"ENSG00000280845",7.06e+10,"(43000-1.2e+17)",0.000627
"ENSG00000226644",2.44,"(1.3-4.7)",0.0085
"ENSG00000225144",3.07e+08,"(47-2e+15)",0.0147
"ENSG00000257813",1.58e+18,"(710-3.5e+33)",0.0201
"ENSG00000239249",1.87e+10,"(30-1.2e+19)",0.022
"ENSG00000242915",75.5,"(2.8-2000)",0.0101
"ENSG00000227562",4.61e+10,"(920-2.3e+18)",0.00664
"ENSG00000178803",3.16,"(1.4-7.4)",0.00794
"ENSG00000252001",1140,"(1.2-1100000)",0.0441
"ENSG00000253224",2.3e+10,"(3.4-1.6e+20)",0.0389
"ENSG00000199565",50,"(2.1-1200)",0.0155
"ENSG00000251059",4.74e+09,"(1000-2.2e+16)",0.00442
"ENSG00000188487",5.12,"(1.1-24)",0.0391
"ENSG00000257879",292000,"(1.9-4.5e+10)",0.0389
"ENSG00000214897",2.86,"(1.4-6)",0.00519
"ENSG00000251304",3.35e+14,"(84-1.3e+27)",0.0239
"ENSG00000275183",5.11,"(1.7-16)",0.0042
"ENSG00000237783",3140000,"(8.9-1.1e+12)",0.0217
"ENSG00000167194",84.9,"(3.5-2100)",0.00642
"ENSG00000157330",2.74,"(1.1-6.6)",0.0256
"ENSG00000222439",6.41,"(1.1-36)",0.0351
"ENSG00000230133",4320,"(1.8-1.1e+07)",0.0355
"ENSG00000223711",11.8,"(1-140)",0.0482
"ENSG00000236555",5630,"(5.5-5800000)",0.0146
"ENSG00000258647",3.45,"(1.5-8.2)",0.0049
"ENSG00000229511",4.17e-24,"(2.6e-47-0.66)",0.0483
"ENSG00000252957",228,"(3.7-14000)",0.00969
"ENSG00000225181",1.75e+11,"(6200-4.9e+18)",0.0031
"ENSG00000138107",3.94,"(1.4-11)",0.00738
"ENSG00000144712",2.55,"(1.3-5.1)",0.00792
"ENSG00000251504",2530000,"(86-7.4e+10)",0.00498
"ENSG00000236193",4.7e+08,"(2.4-9.2e+16)",0.0404
"ENSG00000230803",23700,"(16-3.6e+07)",0.00701
"ENSG00000261749",344,"(6.7-18000)",0.00371
"ENSG00000249057",3.33e+17,"(6300-1.8e+31)",0.0123
"ENSG00000251664",8.16,"(1.4-48)",0.0202
"ENSG00000187166",2.08,"(1-4.3)",0.0498
"ENSG00000215357",2.86e+12,"(20000-4e+20)",0.00274
"ENSG00000238210",2990,"(1-8900000)",0.0499
"ENSG00000242295",2.64,"(1.1-6)",0.0221
"ENSG00000264925",856,"(31-23000)",6.33e-05
"ENSG00000221249",1.56e+11,"(60000-4e+17)",0.000627
"ENSG00000226992",223,"(3.9-13000)",0.00891
"ENSG00000255546",351,"(1.6-78000)",0.0334
"ENSG00000215262",4100,"(29-570000)",0.000966
"ENSG00000260157",88.9,"(2.1-3700)",0.0185
"ENSG00000251205",4.28e+12,"(260000-6.9e+19)",0.000594
"ENSG00000280356",1.56e-81,"(2.2e-153-1.1e-09)",0.0275
"ENSG00000274139",7620,"(81-720000)",0.000118
"ENSG00000258949",2.62,"(1.2-5.9)",0.0202
"ENSG00000278071",6.09,"(1.5-25)",0.0127
"ENSG00000248391",135,"(5.7-3200)",0.00238
"ENSG00000214657",0.00215,"(2e-05-0.23)",0.0098
"ENSG00000235914",121,"(3.8-3900)",0.00677
"ENSG00000275630",2.2,"(1.1-4.5)",0.0332
"ENSG00000254233",86,"(4.8-1500)",0.00246
"ENSG00000165553",3.19,"(1-10)",0.0459
"ENSG00000237874",1.6e+08,"(190-1.4e+14)",0.00671
"ENSG00000206181",64500,"(28-1.5e+08)",0.00505
"ENSG00000270986",1380,"(3.5-550000)",0.018
"ENSG00000214147",1.45e+11,"(90-2.3e+20)",0.0175
"ENSG00000233844",74.3,"(2.4-2300)",0.0134
"ENSG00000132254",2.38,"(1.1-5.1)",0.0266
"ENSG00000273291",51.7,"(1.3-2100)",0.0363
"ENSG00000276830",2.18,"(1.2-4)",0.0134
"ENSG00000270255",2150,"(11-410000)",0.00415
"ENSG00000163705",6.49,"(1.8-23)",0.00376
"ENSG00000266489",1520,"(13-180000)",0.0026
"ENSG00000221467",10500,"(5.1-2.2e+07)",0.0175
"ENSG00000271172",69.1,"(1.1-4300)",0.0443
"ENSG00000243048",344,"(8.4-14000)",0.00203
"ENSG00000108786",3.29,"(1-10)",0.0443
"ENSG00000182050",28.5,"(1.1-760)",0.0459
"ENSG00000253548",17300,"(5.9-5.1e+07)",0.0166
"ENSG00000122376",2.91,"(1.1-7.8)",0.034
"ENSG00000176299",1.06e+29,"(1.6e+14-6.9e+43)",0.000123
"ENSG00000221954",3.18e+27,"(1300-8e+51)",0.0272
"ENSG00000189326",2700,"(10-7e+05)",0.00527
"ENSG00000271924",0.36,"(0.13-0.99)",0.0479
"ENSG00000234580",23.9,"(4.8-120)",0.000115
"ENSG00000199088",319,"(12-8500)",0.000588
"ENSG00000151005",3.49,"(1.5-8.3)",0.00441
"ENSG00000228361",41400,"(2.4-7.1e+08)",0.0326
"ENSG00000229407",4.08,"(1.2-14)",0.0279
"ENSG00000238912",271,"(1.1-68000)",0.047
"ENSG00000177030",1.98,"(1.1-3.6)",0.0228
